longitude,latitude,housing_median_age,total_rooms,population,households,median_income
-122.09,37.67,48.0,1252.0,673.0,308.0,2.3357
-121.78,39.71,8.0,140.0,84.0,29.0,2.125
-118.25,34.11,43.0,2222.0,1817.0,606.0,2.7466
-118.38,34.2,23.0,4138.0,3911.0,1068.0,3.0125
-120.76,38.76,21.0,3509.0,1576.0,564.0,2.6392
-122.23,39.53,8.0,1268.0,1237.0,326.0,1.3708
-122.12,37.65,26.0,162.0,86.0,25.0,2.375
-122.08,37.63,31.0,767.0,548.0,185.0,3.7614
-119.63,36.32,36.0,1518.0,749.0,255.0,2.2333
-118.19,34.05,41.0,1098.0,1178.0,245.0,2.1058
-119.4,36.59,37.0,1486.0,977.0,290.0,3.5074
-122.06,37.54,20.0,6483.0,3526.0,1060.0,5.0838
-122.16,37.76,45.0,2299.0,1437.0,484.0,2.5122
-118.43,34.17,37.0,1982.0,794.0,340.0,5.9275
-122.35,37.97,43.0,2178.0,1545.0,471.0,2.5863
-122.13,37.75,30.0,414.0,137.0,50.0,4.975
-119.8,36.83,17.0,1560.0,709.0,258.0,4.3315
-122.79,39.02,23.0,642.0,265.0,84.0,1.8833
-118.31,33.99,48.0,2235.0,1363.0,433.0,1.6559
-121.77,37.67,20.0,8068.0,3489.0,1259.0,5.7907
-121.84,39.73,52.0,502.0,311.0,100.0,1.5481
-119.68,36.77,21.0,1260.0,583.0,205.0,6.0132
-120.43,36.18,29.0,579.0,218.0,99.0,2.1458
-122.11,37.67,32.0,3028.0,2037.0,703.0,3.0645
-122.12,37.69,30.0,1197.0,695.0,279.0,3.4375
-121.91,37.69,18.0,2876.0,1395.0,427.0,6.3132
-122.16,37.69,36.0,1480.0,796.0,283.0,4.3971
-118.52,34.19,37.0,1892.0,1039.0,343.0,4.8295
-118.46,34.25,33.0,2202.0,1135.0,407.0,4.2143
-122.33,37.98,3.0,2850.0,1024.0,515.0,6.0115
-118.92,35.38,33.0,3122.0,1733.0,545.0,3.8307
-120.34,38.25,17.0,5497.0,997.0,408.0,2.9821
-118.38,34.24,38.0,125.0,63.0,29.0,1.3594
-118.2,34.09,39.0,1594.0,1668.0,378.0,2.5343
-119.75,36.78,35.0,1129.0,474.0,242.0,2.4405
-118.42,34.27,33.0,1209.0,1097.0,283.0,1.6295
-118.31,34.06,34.0,2470.0,2326.0,1055.0,1.9038
-120.37,38.23,13.0,4401.0,924.0,383.0,2.6942
-120.69,38.44,13.0,1473.0,597.0,228.0,4.2917
-118.36,34.08,52.0,1965.0,794.0,451.0,3.2824
-124.07,40.81,23.0,2103.0,1019.0,387.0,2.9911
-118.35,34.21,42.0,1073.0,804.0,226.0,3.75
-118.55,34.26,21.0,4018.0,1508.0,529.0,8.203
-122.25,37.87,52.0,1204.0,2016.0,477.0,0.949
-118.27,34.25,37.0,2489.0,1215.0,431.0,5.0234
-121.93,37.66,24.0,3166.0,1081.0,400.0,8.3337
-121.92,37.49,10.0,7441.0,3571.0,1466.0,5.1643
-118.49,34.2,35.0,1109.0,515.0,202.0,5.2118
-119.6,36.57,42.0,2311.0,1347.0,436.0,2.5556
-122.27,37.77,23.0,5679.0,2690.0,1151.0,4.7695
-118.42,34.31,19.0,6755.0,4205.0,1395.0,3.9583
-122.1,37.68,37.0,1352.0,691.0,324.0,3.4032
-121.65,39.35,24.0,1003.0,1098.0,227.0,1.7552
-121.82,39.75,29.0,7744.0,3316.0,1365.0,3.0253
-118.25,34.08,44.0,1425.0,1121.0,374.0,2.1108
-118.31,34.02,23.0,1703.0,1333.0,361.0,1.3187
-118.66,34.19,23.0,7544.0,3221.0,1043.0,7.642
-118.52,34.18,43.0,1700.0,930.0,349.0,3.675
-119.12,35.37,13.0,4527.0,2170.0,671.0,4.8266
-121.98,37.8,17.0,3354.0,1457.0,425.0,7.6473
-118.46,34.2,22.0,4855.0,2519.0,1258.0,3.0893
-119.18,35.5,36.0,1253.0,932.0,249.0,2.1635
-120.8,38.51,23.0,1001.0,369.0,157.0,3.125
-124.21,41.75,20.0,3810.0,1993.0,721.0,2.0074
-118.62,34.19,35.0,1934.0,905.0,315.0,5.5101
-122.27,37.77,52.0,1710.0,849.0,457.0,2.7115
-122.09,37.64,36.0,1180.0,664.0,200.0,5.2838
-122.05,37.94,22.0,2105.0,993.0,365.0,4.6602
-122.0,37.82,20.0,2206.0,926.0,432.0,4.6042
-118.4,34.25,13.0,1872.0,1927.0,432.0,2.2019
-122.18,37.73,42.0,4074.0,2736.0,780.0,2.455
-118.29,34.06,27.0,2456.0,4137.0,1104.0,1.5954
-124.05,40.85,31.0,2414.0,1005.0,401.0,3.5156
-122.32,38.01,26.0,3054.0,1495.0,496.0,4.6944
-118.21,34.09,39.0,1561.0,1780.0,391.0,2.4632
-115.57,32.78,20.0,1534.0,871.0,222.0,6.2715
-118.99,35.38,30.0,1390.0,1116.0,298.0,1.3451
-122.08,37.68,26.0,1167.0,253.0,137.0,2.4196
-119.2,35.37,6.0,7383.0,3415.0,1059.0,5.3119
-121.68,39.82,15.0,3996.0,1786.0,728.0,3.5189
-118.28,34.02,29.0,515.0,2690.0,217.0,0.4999
-118.6,34.15,28.0,4570.0,1693.0,695.0,6.14
-122.16,37.76,36.0,2781.0,1438.0,519.0,2.4598
-118.42,34.32,30.0,3027.0,1970.0,590.0,4.3409
-122.24,37.86,52.0,1668.0,517.0,214.0,7.8521
-118.48,34.2,26.0,2027.0,1545.0,513.0,2.8974
-122.29,37.81,46.0,2801.0,1823.0,611.0,0.9802
-121.79,38.0,36.0,1141.0,562.0,213.0,2.5893
-118.31,34.08,27.0,1514.0,1603.0,518.0,2.8971
-118.36,34.03,43.0,1690.0,1017.0,359.0,2.1078
-122.12,37.81,26.0,4048.0,1486.0,498.0,7.6717
-119.01,35.44,20.0,3458.0,1465.0,621.0,2.5806
-122.04,37.89,33.0,2423.0,998.0,346.0,7.5349
-122.24,37.8,52.0,1591.0,1118.0,347.0,2.1563
-121.85,37.68,4.0,4719.0,1895.0,742.0,6.8132
-118.33,34.09,30.0,1679.0,1445.0,579.0,2.1403
-122.09,37.63,36.0,1570.0,992.0,249.0,5.3644
-122.01,39.21,52.0,1989.0,985.0,396.0,2.5556
-119.57,36.1,36.0,1729.0,737.0,278.0,3.5313
-119.82,36.72,17.0,1276.0,927.0,238.0,2.6176
-119.12,36.69,13.0,3963.0,1905.0,671.0,2.2278
-119.23,35.74,16.0,2275.0,1914.0,614.0,2.033
-122.1,37.66,37.0,901.0,599.0,206.0,3.7303
-118.36,34.03,40.0,2323.0,1847.0,614.0,1.8316
-122.12,37.89,30.0,3227.0,1260.0,684.0,4.125
-122.24,37.85,52.0,1467.0,496.0,177.0,7.2574
-122.07,37.63,27.0,2784.0,2028.0,693.0,2.4808
-122.12,37.64,40.0,432.0,264.0,77.0,3.8875
-119.06,35.35,20.0,9351.0,4584.0,1953.0,2.575
-118.25,34.0,36.0,1033.0,1112.0,229.0,1.7237
-122.16,37.68,16.0,1687.0,568.0,352.0,2.3869
-115.52,32.77,18.0,1715.0,1166.0,333.0,2.2417
-115.6,32.87,3.0,1629.0,1005.0,312.0,4.1293
-118.35,34.1,20.0,2745.0,1161.0,739.0,3.9044
-122.05,39.6,34.0,2051.0,958.0,322.0,2.8466
-122.21,37.79,45.0,2115.0,1530.0,474.0,2.4167
-122.27,37.88,44.0,2252.0,989.0,550.0,3.0132
-119.55,36.6,18.0,2379.0,1638.0,436.0,2.309
-122.23,37.78,44.0,2340.0,2813.0,751.0,1.6009
-121.89,37.49,9.0,4909.0,1981.0,591.0,9.7194
-122.21,37.78,46.0,2239.0,1390.0,569.0,2.7352
-119.63,36.58,22.0,1794.0,1127.0,359.0,1.2647
-121.09,38.68,15.0,5218.0,1949.0,659.0,4.7083
-118.47,34.29,18.0,4256.0,3401.0,955.0,4.2935
-122.16,37.69,36.0,1118.0,625.0,228.0,3.7813
-118.31,34.26,41.0,1297.0,733.0,315.0,3.0583
-118.39,34.1,30.0,6310.0,1776.0,880.0,8.943999999999997
-122.11,37.7,29.0,1298.0,835.0,338.0,2.3274
-119.93,38.72,15.0,2061.0,573.0,196.0,2.2417
-118.41,34.27,38.0,858.0,1250.0,204.0,2.9219
-118.93,35.44,13.0,1439.0,557.0,227.0,6.1563
-120.72,38.42,17.0,5654.0,2237.0,953.0,3.0465
-122.13,37.75,36.0,768.0,229.0,93.0,5.3602
-118.34,34.04,40.0,2064.0,2140.0,617.0,2.2254
-121.59,39.74,17.0,1646.0,750.0,344.0,2.3798
-118.51,34.21,36.0,2396.0,1064.0,398.0,4.7
-122.2,37.77,41.0,1547.0,1024.0,341.0,2.0562
-119.24,35.77,28.0,1737.0,1764.0,514.0,1.7813
-118.62,34.26,15.0,10860.0,4178.0,1581.0,6.3249
-118.54,34.19,33.0,2205.0,1242.0,419.0,4.1319
-120.67,37.97,9.0,7450.0,2233.0,930.0,2.6528
-122.25,37.81,46.0,3232.0,1373.0,747.0,3.225
-118.31,34.04,37.0,2338.0,2376.0,630.0,1.767
-121.97,37.87,4.0,1029.0,416.0,122.0,13.4883
-122.21,37.78,44.0,1729.0,1240.0,393.0,2.3125
-122.29,37.9,49.0,1283.0,576.0,236.0,3.3333
-120.91,38.62,12.0,4545.0,2033.0,718.0,4.1843
-118.56,34.25,31.0,1962.0,697.0,242.0,8.565
-120.12,35.99,7.0,2049.0,1387.0,422.0,2.25
-118.31,34.0,52.0,1630.0,1413.0,405.0,1.933
-121.97,37.64,32.0,1283.0,485.0,171.0,6.0574
-118.2,34.05,36.0,2672.0,2883.0,674.0,2.0885
-118.39,34.21,32.0,1869.0,1516.0,432.0,3.6845
-122.19,37.78,52.0,1070.0,555.0,190.0,3.7262
-115.56,32.78,34.0,2856.0,1627.0,522.0,3.2083
-118.49,34.26,25.0,8389.0,4483.0,1747.0,3.5497
-122.07,37.98,12.0,6915.0,2940.0,1468.0,4.0154
-122.19,37.79,47.0,1229.0,582.0,256.0,2.9514
-121.56,39.53,12.0,1733.0,1861.0,415.0,1.5771
-118.39,34.23,18.0,3405.0,3001.0,795.0,3.0083
-119.98,38.93,25.0,1262.0,534.0,226.0,2.6607
-122.0,37.98,35.0,1192.0,535.0,172.0,4.9219
-118.19,34.05,37.0,349.0,276.0,64.0,3.2125
-118.31,34.09,36.0,2517.0,2446.0,689.0,2.1524
-119.42,35.4,24.0,2585.0,1442.0,424.0,2.8452
-119.74,36.78,27.0,4049.0,2254.0,882.0,2.2467
-121.97,39.79,16.0,1453.0,904.0,286.0,3.5735
-118.22,34.13,40.0,2749.0,1375.0,511.0,4.825
-118.21,34.05,26.0,745.0,694.0,236.0,1.3846
-118.94,35.37,33.0,3372.0,2352.0,704.0,2.0643
-121.89,37.68,12.0,7490.0,3329.0,1136.0,6.3373
-118.21,34.14,25.0,1908.0,1412.0,588.0,2.2267
-122.24,37.8,52.0,1803.0,1321.0,401.0,2.957
-119.27,35.5,34.0,1367.0,796.0,319.0,2.8269
-118.26,34.09,36.0,3503.0,2652.0,788.0,3.8448
-124.06,40.88,12.0,2087.0,1603.0,438.0,2.5667
-118.2,34.03,37.0,1583.0,1776.0,377.0,2.7266
-120.81,38.73,38.0,2005.0,882.0,353.0,2.5104
-119.81,36.78,52.0,2281.0,839.0,367.0,3.5972
-122.24,37.82,52.0,1509.0,674.0,244.0,4.9306
-121.82,37.69,12.0,1906.0,802.0,319.0,4.9375
-122.26,37.86,52.0,2888.0,1253.0,538.0,3.3893
-121.9,38.01,16.0,2604.0,1696.0,481.0,4.6628
-118.52,34.21,34.0,1663.0,762.0,282.0,5.1265
-119.69,36.73,30.0,2437.0,1005.0,380.0,7.2211
-119.74,36.77,30.0,2427.0,1375.0,518.0,2.5737
-117.68,35.62,30.0,2994.0,1481.0,581.0,2.1458
-118.32,34.09,30.0,1871.0,2595.0,819.0,2.0044
-119.79,36.7,23.0,1731.0,1210.0,341.0,1.3922
-118.2,34.11,52.0,678.0,791.0,186.0,4.0625
-118.37,34.17,15.0,3327.0,2683.0,857.0,2.3784
-122.13,37.87,18.0,1820.0,728.0,229.0,10.3713
-121.47,39.51,19.0,3720.0,1304.0,607.0,2.6921
-118.26,34.1,48.0,2566.0,1421.0,563.0,3.6579
-120.8,38.31,37.0,1341.0,533.0,242.0,3.2135
-121.56,39.52,9.0,818.0,358.0,197.0,1.7708
-122.33,37.94,44.0,1769.0,828.0,309.0,4.0526
-115.56,32.79,20.0,2372.0,2283.0,767.0,1.1707
-118.5,34.2,42.0,1558.0,884.0,334.0,2.2304
-119.77,36.73,44.0,1960.0,1286.0,381.0,2.1518
-119.63,36.34,26.0,1463.0,699.0,219.0,3.5536
-120.43,38.25,13.0,763.0,311.0,125.0,2.4583
-122.3,37.81,52.0,572.0,274.0,82.0,1.8516
-119.69,36.74,23.0,2097.0,911.0,405.0,3.5128
-121.98,37.81,18.0,2903.0,1127.0,372.0,5.5921
-118.29,34.08,23.0,1864.0,2795.0,858.0,1.8495
-121.94,37.94,26.0,1299.0,533.0,180.0,6.2296
-119.79,36.55,32.0,1393.0,999.0,245.0,2.0216
-121.94,37.75,17.0,2559.0,1238.0,377.0,6.2781
-118.27,34.05,24.0,323.0,751.0,189.0,1.8304
-121.87,37.66,52.0,775.0,315.0,123.0,5.0677
-122.28,37.81,36.0,2914.0,1236.0,509.0,2.4464
-122.53,39.5,25.0,1231.0,658.0,211.0,2.4861
-121.95,37.78,4.0,14652.0,5613.0,2579.0,6.3942
-118.54,34.25,26.0,2639.0,1191.0,401.0,6.2788
-118.28,34.03,25.0,1407.0,1193.0,472.0,1.2989
-119.79,36.74,52.0,173.0,401.0,84.0,2.1094
-118.36,34.08,52.0,1902.0,848.0,478.0,2.9621
-120.01,38.89,24.0,1669.0,589.0,281.0,3.0089
-122.13,39.74,20.0,1401.0,668.0,250.0,2.2569
-124.17,40.77,30.0,1895.0,990.0,359.0,2.2227
-120.84,38.77,11.0,1013.0,410.0,158.0,4.825
-122.01,39.21,39.0,1214.0,660.0,249.0,2.4559
-122.41,37.98,36.0,60.0,42.0,25.0,1.4583
-119.6,36.58,28.0,1452.0,919.0,308.0,2.8287
-119.26,35.5,38.0,2536.0,1133.0,430.0,4.2375
-119.63,36.64,33.0,1036.0,620.0,174.0,3.4107
-118.49,34.23,32.0,4373.0,2040.0,693.0,5.2668
-120.16,39.04,18.0,2040.0,350.0,129.0,4.0313
-118.52,34.2,35.0,2891.0,1757.0,581.0,4.3571
-122.15,37.73,45.0,3758.0,1573.0,736.0,2.8355
-121.84,37.99,13.0,4545.0,2188.0,901.0,3.3625
-118.19,34.11,40.0,1266.0,1032.0,315.0,2.1667
-119.73,36.76,30.0,1548.0,886.0,311.0,3.1
-118.55,34.18,32.0,3011.0,1287.0,525.0,5.0605
-118.35,34.05,46.0,2149.0,905.0,443.0,2.8841
-118.47,34.26,35.0,1898.0,1123.0,347.0,5.5792
-118.25,34.02,32.0,1311.0,1792.0,396.0,2.3304
-122.08,37.58,16.0,3349.0,2003.0,488.0,6.0074
-118.19,34.07,38.0,2965.0,2128.0,650.0,3.0241
-118.31,34.07,40.0,2657.0,2149.0,749.0,2.2653
-122.18,37.76,50.0,1187.0,907.0,246.0,1.9479
-118.2,34.03,52.0,583.0,730.0,174.0,1.4115
-122.35,37.96,32.0,1991.0,1139.0,423.0,2.0353
-122.27,37.82,43.0,1868.0,1061.0,407.0,1.5045
-118.15,35.04,29.0,1671.0,821.0,337.0,2.16
-122.03,37.56,31.0,4981.0,2841.0,924.0,4.8962
-119.76,36.82,17.0,6932.0,3056.0,1453.0,2.3375
-120.1,36.21,12.0,1462.0,1708.0,367.0,1.5086
-118.26,34.02,40.0,1259.0,1499.0,327.0,1.8382
-119.75,36.75,49.0,2331.0,1290.0,477.0,2.5111
-118.36,34.17,44.0,2295.0,1543.0,528.0,2.3851
-118.44,34.15,38.0,1387.0,713.0,343.0,2.9352
-124.02,40.8,22.0,2588.0,1198.0,442.0,3.9792
-123.75,40.11,35.0,2052.0,900.0,402.0,1.9625
-118.59,34.21,34.0,2389.0,1560.0,514.0,4.8333
-120.01,38.91,17.0,2732.0,1005.0,499.0,1.9851
-121.82,39.73,44.0,2923.0,1371.0,626.0,2.2925
-122.05,37.59,15.0,6243.0,3163.0,1274.0,3.7462
-122.19,37.8,46.0,1938.0,768.0,332.0,4.2727
-119.8,36.76,52.0,2224.0,832.0,406.0,2.3952
-118.35,34.04,41.0,1617.0,1110.0,375.0,2.4635
-119.64,36.32,32.0,2205.0,1772.0,479.0,1.3569
-118.29,34.01,50.0,2238.0,2247.0,583.0,1.6505
-119.04,35.31,11.0,2161.0,1267.0,388.0,4.1957
-120.1,38.91,33.0,1561.0,30.0,11.0,1.875
-122.28,37.96,35.0,1579.0,734.0,264.0,5.5
-120.65,38.42,23.0,1538.0,730.0,267.0,2.6078
-122.2,37.79,35.0,1802.0,1009.0,390.0,2.3036
-122.33,37.95,22.0,2099.0,1135.0,509.0,2.1915
-118.41,34.19,42.0,779.0,450.0,148.0,3.9792
-119.69,36.75,13.0,2343.0,1347.0,405.0,4.0027
-121.92,38.01,7.0,1632.0,879.0,262.0,6.1237
-122.32,37.92,28.0,4649.0,2606.0,953.0,3.2674
-122.17,37.76,47.0,2118.0,965.0,382.0,2.1842
-119.24,36.8,17.0,2052.0,975.0,340.0,2.6902
-118.46,34.16,38.0,1495.0,598.0,280.0,3.4698
-119.98,36.74,26.0,1453.0,896.0,260.0,3.4861
-119.45,36.58,18.0,1425.0,753.0,266.0,3.7813
-122.17,37.75,47.0,998.0,597.0,185.0,3.1587
-120.96,40.28,19.0,683.0,302.0,111.0,2.5
-122.34,37.94,31.0,1611.0,786.0,411.0,1.681
-118.5,34.21,35.0,1668.0,807.0,311.0,4.5125
-122.01,37.58,17.0,4313.0,2629.0,721.0,5.7579
-120.72,38.94,10.0,1604.0,540.0,190.0,3.7625
-118.99,35.4,48.0,1908.0,789.0,321.0,3.5714
-118.52,34.19,37.0,1560.0,763.0,284.0,3.8516
-118.2,34.03,52.0,1754.0,1849.0,445.0,2.3716
-121.98,37.8,16.0,2498.0,1027.0,343.0,8.155
-124.16,40.79,52.0,1264.0,591.0,284.0,1.7778
-119.81,36.6,24.0,2246.0,1291.0,394.0,2.4006
-117.84,35.35,28.0,1913.0,858.0,371.0,1.9962
-121.9,37.67,7.0,9540.0,3926.0,1229.0,7.4353
-122.26,37.89,52.0,3078.0,1005.0,462.0,6.381
-122.28,37.89,52.0,1225.0,412.0,168.0,5.7912
-119.39,36.64,38.0,949.0,578.0,187.0,2.3618
-119.83,36.79,35.0,1872.0,1054.0,369.0,3.3272
-119.76,36.74,52.0,2137.0,1194.0,444.0,1.3029
-118.36,34.03,36.0,1083.0,1023.0,295.0,2.1324
-118.25,34.01,31.0,1301.0,1952.0,377.0,2.1466
-122.08,37.64,36.0,1116.0,662.0,226.0,5.7309
-121.8,37.99,16.0,3077.0,1575.0,446.0,5.5
-122.26,38.0,14.0,2338.0,1003.0,398.0,4.2269
-121.82,37.81,12.0,4711.0,2089.0,621.0,8.3209
-122.13,37.7,43.0,3046.0,1333.0,544.0,3.4583
-119.75,36.72,22.0,3247.0,4179.0,881.0,1.3343
-118.18,34.1,8.0,1116.0,435.0,235.0,4.9231
-118.28,34.05,44.0,1273.0,1754.0,460.0,1.6037
-122.19,37.77,45.0,1852.0,1132.0,349.0,2.7159
-122.01,37.53,19.0,4572.0,2346.0,709.0,6.0667
-118.43,34.17,33.0,1679.0,933.0,412.0,2.6979
-121.93,37.89,13.0,2085.0,852.0,264.0,7.3445
-118.27,34.07,38.0,1270.0,1692.0,450.0,1.87
-120.79,38.43,40.0,1391.0,546.0,214.0,3.9107
-122.29,37.97,20.0,3426.0,1512.0,580.0,4.4911
-122.28,37.85,52.0,610.0,281.0,132.0,2.9018
-122.19,37.75,28.0,856.0,435.0,162.0,0.8012
-118.34,34.06,52.0,1482.0,768.0,300.0,3.7167
-119.85,36.77,9.0,1142.0,620.0,283.0,2.0446
-121.84,37.99,15.0,2380.0,1292.0,388.0,4.6029
-121.92,37.64,46.0,1280.0,512.0,208.0,5.1406
-118.24,34.04,52.0,116.0,171.0,92.0,1.0769
-120.38,36.15,17.0,2279.0,1200.0,420.0,2.7461
-118.33,34.1,29.0,732.0,691.0,278.0,2.1866
-119.77,36.77,38.0,3065.0,1441.0,625.0,2.0564
-118.26,34.02,48.0,1465.0,1859.0,400.0,1.3134
-122.26,37.83,52.0,1665.0,946.0,395.0,2.0978
-122.31,37.91,31.0,1432.0,681.0,348.0,2.7243
-118.36,34.05,48.0,1835.0,956.0,370.0,3.2813
-118.56,34.17,35.0,2987.0,1244.0,387.0,7.1322
-119.81,36.78,37.0,1965.0,796.0,335.0,3.625
-122.26,37.88,52.0,2363.0,1558.0,573.0,2.944
-118.31,34.04,33.0,2691.0,2390.0,681.0,2.4048
-122.1,37.68,38.0,1779.0,1061.0,400.0,3.0962
-118.31,34.09,42.0,1951.0,2500.0,813.0,1.5195
-119.79,36.78,41.0,2227.0,1129.0,415.0,2.319
-118.97,35.36,31.0,1418.0,1219.0,312.0,1.5743
-118.57,34.27,20.0,7384.0,2795.0,872.0,9.6047
-118.3,33.99,47.0,2212.0,1903.0,554.0,1.9853
-118.25,34.06,12.0,4011.0,1673.0,1088.0,5.3081
-122.83,38.96,15.0,1318.0,567.0,276.0,1.8692
-122.15,37.69,39.0,1670.0,957.0,335.0,5.1312
-121.75,39.88,16.0,2867.0,1203.0,449.0,2.7143
-118.35,34.07,52.0,2315.0,894.0,345.0,4.1328
-122.02,37.63,6.0,2445.0,1189.0,573.0,3.8958
-122.32,37.93,33.0,296.0,216.0,63.0,2.675
-122.07,37.96,34.0,1692.0,836.0,289.0,5.0172
-118.34,34.04,42.0,1681.0,987.0,337.0,2.6
-121.59,39.79,20.0,743.0,395.0,168.0,1.625
-122.13,37.71,44.0,1613.0,776.0,346.0,3.1103
-118.33,34.1,48.0,1116.0,1610.0,483.0,1.625
-118.17,34.1,48.0,2514.0,2484.0,601.0,3.1146
-121.63,39.82,11.0,3974.0,1610.0,634.0,2.6147
-118.37,34.17,6.0,854.0,542.0,321.0,0.8198
-118.53,34.14,28.0,6920.0,2515.0,860.0,9.2189
-118.43,34.27,36.0,1002.0,1312.0,249.0,3.024
-122.25,37.77,52.0,859.0,429.0,158.0,4.3098
-117.79,35.21,4.0,2.0,6.0,2.0,2.375
-118.3,34.1,38.0,2067.0,2717.0,853.0,1.7641
-122.11,37.98,11.0,4371.0,1790.0,660.0,6.135
-122.28,37.89,52.0,2070.0,722.0,306.0,5.4171
-122.03,37.54,35.0,1867.0,1213.0,338.0,4.8214
-121.52,39.49,30.0,1217.0,677.0,233.0,2.6563
-117.84,35.54,11.0,1751.0,765.0,296.0,5.0762
-118.39,34.23,43.0,1193.0,1184.0,320.0,2.1518
-122.79,39.08,23.0,952.0,321.0,128.0,1.5208
-124.16,41.92,19.0,1668.0,841.0,283.0,2.1336
-118.46,34.32,10.0,5777.0,2917.0,1056.0,4.1514
-122.08,37.68,26.0,2607.0,1401.0,607.0,2.6563
-118.43,34.22,34.0,2300.0,1447.0,455.0,4.2656
-118.94,35.4,14.0,5548.0,2815.0,935.0,4.2214
-118.38,34.18,27.0,4834.0,3847.0,1432.0,2.1449
-118.52,34.21,36.0,2394.0,1490.0,427.0,4.3261
-120.93,38.77,9.0,2229.0,788.0,341.0,5.5111
-122.24,37.75,27.0,4051.0,1499.0,797.0,4.8711
-118.2,34.04,52.0,1249.0,1223.0,297.0,2.07
-119.78,36.75,43.0,2070.0,1925.0,444.0,1.4635
-122.09,37.67,39.0,2069.0,1408.0,478.0,3.1115
-118.37,34.03,43.0,1350.0,811.0,307.0,3.3636
-122.14,37.71,27.0,3094.0,1364.0,789.0,2.6101
-119.02,35.44,29.0,3415.0,1527.0,597.0,4.0125
-122.18,37.74,42.0,541.0,380.0,123.0,2.3456
-118.31,34.09,28.0,720.0,891.0,265.0,1.8977
-118.29,34.03,42.0,907.0,822.0,288.0,1.2875
-119.01,35.37,35.0,120.0,477.0,41.0,1.9125
-121.66,39.66,17.0,3502.0,1763.0,613.0,2.9625
-118.43,37.4,19.0,2460.0,1225.0,425.0,4.1576
-122.27,37.88,52.0,3360.0,1232.0,621.0,4.2813
-124.06,40.86,34.0,4183.0,1891.0,669.0,3.2216
-118.3,34.08,34.0,2501.0,3326.0,970.0,1.8771
-120.87,38.71,13.0,2692.0,1302.0,420.0,4.0
-118.28,34.09,38.0,790.0,664.0,194.0,3.0357
-118.41,34.24,38.0,490.0,402.0,100.0,3.125
-118.44,34.22,41.0,1582.0,1159.0,378.0,2.825
-122.07,37.7,32.0,3400.0,1487.0,694.0,3.0
-122.36,37.93,42.0,1796.0,1107.0,372.0,1.9375
-118.31,34.05,38.0,1864.0,1768.0,439.0,1.9336
-118.44,34.18,33.0,2127.0,1056.0,391.0,4.375
-118.22,34.09,40.0,1081.0,970.0,263.0,1.875
-120.93,38.5,15.0,1248.0,529.0,216.0,3.3393
-122.11,37.65,18.0,4335.0,2041.0,734.0,3.4861
-121.7,37.94,36.0,1710.0,861.0,300.0,2.8828
-118.34,34.02,44.0,2067.0,1046.0,441.0,3.5357
-118.46,34.16,28.0,2795.0,1173.0,545.0,4.4423
-124.1,40.47,52.0,1196.0,965.0,265.0,3.5345
-122.24,37.85,37.0,334.0,98.0,47.0,4.9643
-122.1,37.65,36.0,410.0,252.0,82.0,4.5303
-121.87,37.66,27.0,1569.0,583.0,214.0,5.7519
-118.4,34.2,30.0,2392.0,1987.0,609.0,2.8424
-118.92,35.13,29.0,1297.0,909.0,253.0,1.9236
-122.09,37.67,33.0,2431.0,1854.0,603.0,2.7019
-118.28,34.02,52.0,281.0,470.0,96.0,1.9375
-119.03,35.37,42.0,2508.0,1035.0,442.0,2.6513
-122.33,37.95,45.0,1585.0,981.0,373.0,3.0313
-118.41,34.18,30.0,2008.0,1052.0,496.0,3.0119
-118.98,35.37,35.0,825.0,670.0,181.0,1.1638
-121.58,39.5,29.0,1947.0,925.0,337.0,2.1658
-119.08,35.34,18.0,4070.0,1580.0,540.0,10.5941
-122.04,37.97,10.0,974.0,631.0,286.0,2.3152
-122.24,37.8,52.0,1586.0,1006.0,335.0,2.1348
-118.98,35.4,36.0,1864.0,1052.0,325.0,3.4205
-116.05,33.33,17.0,290.0,135.0,57.0,1.7292
-122.28,37.81,52.0,340.0,200.0,87.0,1.5208
-122.06,37.64,33.0,1160.0,729.0,220.0,3.8259
-119.02,35.36,47.0,1631.0,847.0,315.0,2.5062
-119.76,36.76,23.0,3800.0,3786.0,917.0,1.4766
-119.96,38.93,22.0,2731.0,1215.0,483.0,2.83
-122.21,37.82,52.0,2375.0,813.0,350.0,7.0549
-119.78,36.74,15.0,1461.0,924.0,356.0,2.5045
-115.58,32.81,10.0,1088.0,533.0,201.0,3.6597
-121.77,37.99,4.0,5623.0,2429.0,716.0,5.4409
-121.86,39.76,19.0,7254.0,4030.0,1667.0,2.0094
-118.32,34.03,47.0,1082.0,455.0,193.0,3.0132
-122.9,39.17,45.0,1314.0,649.0,232.0,2.575
-122.24,37.83,52.0,1757.0,585.0,227.0,5.8948
-121.7,39.37,32.0,1852.0,911.0,365.0,1.7885
-119.87,36.79,7.0,1932.0,1014.0,389.0,3.0938
-119.77,36.91,3.0,7520.0,2878.0,1077.0,5.3272
-115.96,33.3,27.0,322.0,112.0,57.0,1.125
-118.3,34.05,31.0,1744.0,2034.0,633.0,2.2684
-118.44,34.27,36.0,1111.0,1333.0,266.0,3.5347
-119.81,36.8,29.0,2806.0,1242.0,540.0,3.5958
-122.08,37.61,6.0,2605.0,1568.0,433.0,5.0406
-122.33,37.97,45.0,1982.0,1179.0,398.0,3.5463
-121.67,39.37,27.0,2599.0,1241.0,502.0,1.9943
